"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2601","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon Jun 02 07:38:01 GMT 2025","passed","Mon Jun 02 07:38:04 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_WithNamespace_shouldReject"
"","7141","transferData_privateBackend()","","Mon Jun 02 07:38:01 GMT 2025","passed","Mon Jun 02 07:38:08 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","transferData_privateBackend"
"","2980","Contract policy is fulfilled PCF Use Case (new notation)","","Mon Jun 02 07:38:42 GMT 2025","passed","Mon Jun 02 07:38:45 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","15787","Expect the Catalog request to fail if a credential is expired","","Mon Jun 02 07:38:09 GMT 2025","passed","Mon Jun 02 07:38:25 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","catalogRequest_whenCredentialExpired"
"","1234","Refresh token is null or empty (missing) [2] ","","Mon Jun 02 07:37:35 GMT 2025","passed","Mon Jun 02 07:37:36 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","377","Expect the Catalog request to fail if a credential is revoked","","Mon Jun 02 07:38:08 GMT 2025","passed","Mon Jun 02 07:38:09 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","7036","Contract policy is fulfilled MembershipCredential","","Mon Jun 02 07:40:18 GMT 2025","passed","Mon Jun 02 07:40:25 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","73","Policy is accepted PCF Use Case (legacy notation)","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","52","Policy is accepted Dismantler Cred (activity type)","","Mon Jun 02 07:36:49 GMT 2025","passed","Mon Jun 02 07:36:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","45","Policy is accepted Usage Purpose","","Mon Jun 02 07:36:49 GMT 2025","passed","Mon Jun 02 07:36:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","73","Policy is accepted Dismantler Credential","","Mon Jun 02 07:36:49 GMT 2025","passed","Mon Jun 02 07:36:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2371","Verify the refresh endpoint is not called when auto_refresh=false","","Mon Jun 02 07:37:45 GMT 2025","passed","Mon Jun 02 07:37:47 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_whenNotAutorefresh_shouldNotCallEndpoint"
"","7184","azureBlobPush_containerNotExist()","","Mon Jun 02 07:37:06 GMT 2025","passed","Mon Jun 02 07:37:13 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_containerNotExist"
"","55","Provider gets 200 when asset selector has a valid criterion","","Mon Jun 02 07:37:30 GMT 2025","passed","Mon Jun 02 07:37:30 GMT 2025","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldPass_whenContractDefinitionHasCorrectAssetSelector"
"","6","verifyAgentId_whenNoMembershipCredential(ParticipantAgentService)","","Mon Jun 02 07:39:17 GMT 2025","passed","Mon Jun 02 07:39:17 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractorTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractorTest","verifyAgentId_whenNoMembershipCredential"
"","1177","Policy is accepted MembershipCredential","","Mon Jun 02 07:36:46 GMT 2025","passed","Mon Jun 02 07:36:47 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","3367","Contract policy is fulfilled DataExchangeGovernance use case","","Mon Jun 02 07:38:45 GMT 2025","passed","Mon Jun 02 07:38:49 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2922","Contract policy is NOT fulfilled Dismantler allowedBrands (IN, but not subset)","","Mon Jun 02 07:40:15 GMT 2025","passed","Mon Jun 02 07:40:18 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","52","Policy is accepted Dismantler allowedBrands (IS_NONE_OF, no intersect)","","Mon Jun 02 07:36:49 GMT 2025","passed","Mon Jun 02 07:36:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1340","The Authorization header is missing","","Mon Jun 02 07:37:31 GMT 2025","passed","Mon Jun 02 07:37:33 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_missingAuthHeader"
"","9863","azureBlobPush_withoutDestFolder()","","Mon Jun 02 07:36:50 GMT 2025","passed","Mon Jun 02 07:37:00 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withoutDestFolder"
"","2647","Contract policy is fulfilled Dismantler Credential","","Mon Jun 02 07:38:49 GMT 2025","passed","Mon Jun 02 07:38:51 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2130","Contract policy is NOT fulfilled Traceability Use Case (new notation)","","Mon Jun 02 07:38:26 GMT 2025","passed","Mon Jun 02 07:38:28 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","2691","transferFile_azureToS3MultipleFiles(Vault)","","Mon Jun 02 07:37:38 GMT 2025","passed","Mon Jun 02 07:37:41 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3MultipleFiles"
"","40896","Catalog with 1000 offers","","Mon Jun 02 07:38:04 GMT 2025","passed","Mon Jun 02 07:38:45 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_of1000Assets_shouldContainAll"
"","27","Policy is accepted Dismantler allowedBrands (IS_ANY_OF, one intersects)","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","13072","shouldTransferOneGbFile()","","Mon Jun 02 07:38:01 GMT 2025","passed","Mon Jun 02 07:38:14 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldTransferOneGbFile"
"","1236","Refresh token success","","Mon Jun 02 07:37:41 GMT 2025","passed","Mon Jun 02 07:37:43 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_success"
"","32","Policy is accepted Dismantler allowedBrands (IN, fully contained)","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","3031","Contract policy is fulfilled Dismantler allowedBrands (IS_NONE_OF, no intersect)","","Mon Jun 02 07:39:00 GMT 2025","passed","Mon Jun 02 07:39:03 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","34","Policy is accepted DataExchangeGovernance use case","","Mon Jun 02 07:36:48 GMT 2025","passed","Mon Jun 02 07:36:48 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","3281","Contract policy is fulfilled Dismantler allowedBrands (IN, fully contained)","","Mon Jun 02 07:39:03 GMT 2025","passed","Mon Jun 02 07:39:07 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","3178","Contract policy is fulfilled MembershipCredential","","Mon Jun 02 07:38:36 GMT 2025","passed","Mon Jun 02 07:38:39 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","3321","Contract policy is fulfilled Dismantler allowedBrands (IS_ANY_OF, one intersects)","","Mon Jun 02 07:38:54 GMT 2025","passed","Mon Jun 02 07:38:58 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","292","Consumer gets catalog from the provider. No constraints.","","Mon Jun 02 07:38:04 GMT 2025","passed","Mon Jun 02 07:38:04 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","5027","Contract policy is fulfilled Dismantler allowedBrands (EQ, exact match)","","Mon Jun 02 07:41:01 GMT 2025","passed","Mon Jun 02 07:41:06 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","1752","shouldDelegateAuth()","","Mon Jun 02 07:37:16 GMT 2025","passed","Mon Jun 02 07:37:18 GMT 2025","","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","shouldDelegateAuth"
"","6900","Contract policy is fulfilled PCF Use Case (legacy notation)","","Mon Jun 02 07:40:25 GMT 2025","passed","Mon Jun 02 07:40:32 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2048","transferFile_azureToS3(Vault)","","Mon Jun 02 07:37:45 GMT 2025","passed","Mon Jun 02 07:37:47 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3"
"","1338","Contract policy is NOT fulfilled Dismantler allowedBrands (IS_NONE_OF, but is one contains)","","Mon Jun 02 07:40:14 GMT 2025","passed","Mon Jun 02 07:40:15 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","2261","Contract policy is NOT fulfilled Dismantler activityType does not match","","Mon Jun 02 07:38:28 GMT 2025","passed","Mon Jun 02 07:38:31 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","2088","transferMultipleFile_success(Vault)","","Mon Jun 02 07:37:20 GMT 2025","passed","Mon Jun 02 07:37:22 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferMultipleFile_success"
"","267","Expect the Catalog request to fail if a credential is revoked","","Mon Jun 02 07:39:46 GMT 2025","passed","Mon Jun 02 07:39:46 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","25100","transferFile_largeFile(long, Vault) File size bytes: 1073741824","","Mon Jun 02 07:36:55 GMT 2025","passed","Mon Jun 02 07:37:20 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","4933","Contract policy is fulfilled Dismantler Cred (activity type)","","Mon Jun 02 07:40:51 GMT 2025","passed","Mon Jun 02 07:40:56 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","1245","Refresh token is null or empty (missing) [1] null","","Mon Jun 02 07:37:34 GMT 2025","passed","Mon Jun 02 07:37:35 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","4474","The authentication token misses required claims: token","","Mon Jun 02 07:37:27 GMT 2025","passed","Mon Jun 02 07:37:31 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAccessToken"
